Business Name,Street Address,City,State,Zip,Phone,Email,Website,Category,Town,SuitableForAds
Clark's Variety,1768 Bangor Rd,Linneus,ME,04730,(207) 532-9394,,,Convenience Store/Gas,Linneus,Yes
County Home Improvements,521 Little Rd,Linneus,ME,04730,(207) 532-4246,,https://countyhome-improvements.com,Contractor,Linneus,Yes
D & S Self Service Storage,1649 Bangor Rd,Linneus,ME,04730,(207) 532-4488,,,Storage,Linneus,No
Fox Hollow Photography,254 Codfish Ridge Rd,Linneus,ME,04730,(207) 532-7286,,,Photography,Linneus,Yes
Hagan Farms,1173 Bangor Rd,Linneus,ME,04730,(207) 532-9378,haganfarms@gmail.com,,Potato Farm,Linneus,No
Harry's Used Sales,1746 Bangor Rd,Linneus,ME,04730,(207) 532-9444,,,Snowmobile/Used Sales,Linneus,Yes
JSL Metal Recycling,60 Drews Mills Rd,Linneus,ME,04730,(207) 532-7777,,,Metal Recycling,Linneus,No
Katahdin's Shadow Outfitters,2507 Bangor Rd,Linneus,ME,04730,(207) 649-9975,Info@HuntKSO.com,https://huntkso.com,Hunting Outfitter,Linneus,Yes
Linneus Church,26 S Oakfield Rd,Linneus,ME,04730,(207) 532-9804,,,Religion,Linneus,Yes
Nature's Circle Farm,230 Codfish Rd,Linneus,ME,04730,(207) 592-1476,megscott1@live.com,https://naturescirclefarm.com,Organic Farm,Linneus,No
Plisga & Day - Surveys,710 New Limerick Rd,Linneus,ME,04730,(207) 532-2695,,https://wemapit.com,Land Surveying,Linneus,No
Rockwater Cabins,878 Hodgdon Mills Rd,Linneus,ME,04730,(207) 532-9607,,,Cabins,Linneus,Yes
Stf Forest Products,1579 Bangor Rd,Linneus,ME,04730,(207) 532-2221,,,Sawmill,Linneus,No
Sunnyside Family Farm,406 New Limerick Rd,Linneus,ME,04730,(207) 532-7058,fermeensoleillee.sunnysidefarm@gmail.com,https://sunnysidefamilyfarm.com,Farm,Linneus,No
Wood Works & Rocks of Maine,612 Drews Mills Rd,Linneus,ME,04730,(207) 532-4500,,,Landscaping/Tree Service,Linneus,No
Dana Foster & Sons Trucking,1537 US Hwy 1,Littleton,ME,04730,(207) 332-7008,,,Trucking,Littleton,No
Golding Construction,64 Littleton Station Rd,Littleton,ME,04730,(207) 538-9044,,https://goldingconstruction.com,Construction,Littleton,No
Henderson Helping Hand Massage,149 Carson Rd,Littleton,ME,04730,(207) 538-9313,,,Massage Therapy,Littleton,Yes
Houlton Band of Maliseet Indians,88 Bell Rd,Littleton,ME,04730,(207) 532-4273,tribal.courts@maliseets.com,https://maliseets.net,Tribal Government,Littleton,No
Littleton Baptist Church,Main St,Littleton,ME,04730,(207) 538-9447,,,Religion,Littleton,Yes
Littleton Service (Auto Body/Repair),1678 US Hwy 1,Littleton,ME,04730,(207) 538-4358,,,Auto Repair,Littleton,No
Perrin Realty Inc,88 Bell Rd,Littleton,ME,04730,(207) 532-3500,,https://perrinrealty.com,Real Estate,Littleton,Yes
Shady Ridge Disc Golf,270 Foster Rd,Littleton,ME,04730,(207) 517-7824,ShadyRidge@pm.me,https://shadyridgediscgolf.com,Disc Golf,Littleton,Yes
Southern Aroostook Agricultural Museum,1678 US Hwy 1,Littleton,ME,04730,(207) 538-9300,southernaroostookagmuseum@gmail.com,https://southernaroostookagriculturalmuseum.org,Museum,Littleton,Yes
Watson's Water Well Drilling,1565 US Hwy 1,Littleton,ME,04730,(207) 538-9512,jlwatson@pioneercable.net,,Well Drilling,Littleton,Yes
Westerdahl Garage (Towing),US Route 1,Littleton,ME,04730,(207) 538-9594,westerdahlsinlittletonmaine@gmail.com,,Towing/Auto,Littleton,No
Blue Moose Restaurant,180 US-1,Monticello,ME,04760,(207) 538-0991,,,Restaurant,Monticello,No
Folsoms Custom Meat Cutting,237 US Hwy 1,Monticello,ME,04760,(207) 538-9449,,,Butcher/Meat Processing,Monticello,Yes
Good Farms Inc,8 Hare Rd,Monticello,ME,04760,(207) 538-9750,,,Produce Farm,Monticello,No
Monticello Baptist Church,Main St,Monticello,ME,04760,(207) 538-9015,,,Religion,Monticello,Yes
Monticello Country Store,419 US Hwy 1,Monticello,ME,04760,(207) 538-1119,,,Convenience Store,Monticello,Yes
Threads of Hope Outlet (Catholic Charities),163 US Route 1,Monticello,ME,04760,(207) 493-8919,,,Religious Thrift,Monticello,Yes
Transport Refrigeration Svc,43 US Hwy 1,Monticello,ME,04760,(207) 538-9572,,,Refrigeration Service,Monticello,No
Bond Family Mercantile,875 Ludlow Rd,New Limerick,ME,04730,(207) 532-0505,,,Furniture/Home Goods,New Limerick,Yes
Cameron's Market,1132 County Rd,New Limerick,ME,04730,(207) 532-2872,,,Grocery/Convenience,New Limerick,Yes
Carol's Country Yarns,1087 County Rd,New Limerick,ME,04761,(207) 521-0700,,,Yarn/Craft Shop,New Limerick,Yes
Cochran Camp,146 Cochran Lake Rd,New Limerick,ME,04730,(207) 521-7241,,,Cabin Rentals,New Limerick,No
Lakeside Restaurant,6 Country Club Dr,New Limerick,ME,04761,(207) 694-9494,,,Restaurant,New Limerick,No
Nature's Circle Farm,1133 County Rd,New Limerick,ME,04730,(207) 532-9911,megscott1@live.com,https://naturescirclefarm.com,Organic Farm,New Limerick,No
New Limerick Baptist Church,County Rd,New Limerick,ME,04761,(207) 532-3381,,,Religion,New Limerick,Yes
S H Nevers Inc (Logging),290 Station Rd,New Limerick,ME,04730,(207) 532-1133,,,Logging,New Limerick,No
Tall Timber Lodge,492 North Shore Rd,New Limerick,ME,04730,(207) 400-9170,mduxlake@gmail.com,https://thetalltimberlodge.com,Cabin/Lodge Rentals,New Limerick,Yes
Tires Plus Total Car Care,187 Station Rd,New Limerick,ME,04730,(207) 532-7923,,,Auto Repair/Tires,New Limerick,No
Wayne's Auto Inc,1573 County Rd,New Limerick,ME,04730,(207) 532-2162,,,Auto Sales/Repair,New Limerick,Yes
A Place to Eat,260 Oakfield Smyrna Rd,Oakfield,ME,04763,(207) 757-7474,,,Restaurant,Oakfield,No
Arborwall Solid Cedar Homes,215 Smyrna Rd,Oakfield,ME,04763,(800) 261-7254,gabe@arborwall.com,https://arborwall.com,Cedar Home Builder,Oakfield,Yes
Bethel Church,111 Oakfield Smyrna Rd,Oakfield,ME,04763,(207) 447-0759,,,Religion,Oakfield,Yes
Circle K,236 Oakfield Smyrna Rd,Oakfield,ME,04763,(207) 757-7219,,https://www.circlek.com,Convenience Store/Gas,Oakfield,Yes
Higgins Brook Cabins,245 Brown Rd,Oakfield,ME,04763,(207) 538-5286,,,Cabin Rentals,Oakfield,Yes
Katahdin Cedar Log Homes / Katahdin Forest Products,205 Smyrna Rd,Oakfield,ME,04763,(207) 757-8278,,https://katahdincedarloghomes.com,Log Home Manufacturer,Oakfield,No
Katahdin Trust Company,200 Oakfield Smyrna Rd,Oakfield,ME,04763,(207) 757-8288,customerservice@katahdintrust.com,https://katahdintrust.com,Bank,Oakfield,Yes
Knowles Corner ATV Club,PO Box 244,Oakfield,ME,04763,(207) 528-7731,,,ATV Club (non-profit),Oakfield,No
Oakfield Railway Museum,40 Station St,Oakfield,ME,04763,(207) 757-8575,stickee-1@hotmail.com,,Museum,Oakfield,Yes
Oakfield Thriftway,40 Ridge Rd,Oakfield,ME,04763,(207) 757-8226,,,Grocery Store,Oakfield,Yes
Whitey's Market,192 Oakfield Smyrna Rd,Oakfield,ME,04763,(207) 757-8323,,,Convenience Store,Oakfield,Yes
Autumn Bounty Farm,3151 US Route 2,Smyrna,ME,04763,(207) 757-8984,,,Farm Stand,Smyrna,No
Brookside Inn,2277 US Route 2,Smyrna,ME,04763,(207) 757-8456,,https://thebrooksideinn.com,Inn/Lodging,Smyrna,Yes
Currie Combs Stables,111 Currie Rd,Smyrna,ME,04763,(207) 757-8964,,,Horse Stables/Lessons,Smyrna,Yes
Farm Fresh Feeds,35 Pioneer Trail,Smyrna,ME,04763,(207) 757-7300,,,Livestock Feed,Smyrna,Yes
Kauffman Metals (Roofing),2583 US Route 2,Smyrna,ME,04763,(207) 757-7122,,,Roofing/Metal,Smyrna,Yes
Lilley Dairy Farms,597 Smyrna Center Rd,Smyrna,ME,04763,(207) 694-0707,,,Dairy Farm,Smyrna,No
Merri-Gold Greenhouse,2836 US Route 2,Smyrna,ME,04763,(207) 757-7777,,,Greenhouse,Smyrna,Yes
Moore Farms,Route 2,Smyrna,ME,04763,(207) 757-8200,,,Beef Cattle Farm,Smyrna,No
Mt. Timoney Cycle Center,134 Currie Rd,Smyrna,ME,04763,(207) 757-7198,,,Bicycle Shop (Amish),Smyrna,Yes
Northeastern Rustic,2761 US Route 2,Smyrna,ME,04763,(207) 757-8300,,,Rustic Furniture,Smyrna,Yes
Pioneer Place (General Store),2539 US Route 2,Smyrna,ME,04763,(207) 757-8984,,,General Store,Smyrna,Yes
RC Logging Supplies,3429 US Route 2,Smyrna,ME,04763,(207) 757-8691,,,Logging Supplies,Smyrna,No
Smyrna Baptist Church,1086 Smyrna Rd,Smyrna,ME,04730,(207) 757-8300,,,Religion,Smyrna,Yes
Spring Break Maple & Honey,3315 US Route 2,Smyrna,ME,04763,(207) 757-7373,springbreakmaple@gmail.com,https://mainemapleandhoney.com,Maple Syrup/Honey,Smyrna,No
Sturdi-Built Storage Buildings,2836 US Route 2,Smyrna,ME,04763,(207) 757-7877,,,Storage Buildings,Smyrna,No
Vargas Farm,28 Airport Dr,Houlton,ME,04730,(207) 405-5256,,,Cannabis Dispensary,Houlton,Yes
Lifted Cannabis,32 Access Rd,Houlton,ME,04730,(207) 631-4818,,https://www.liftedmaine.com,Cannabis Dispensary,Houlton,Yes
Family Roots Medical Marijuana,66 Industrial Dr,Houlton,ME,04730,(207) 538-7336,,,Cannabis Dispensary,Houlton,Yes
Northwoods Farms,79 Bangor St,Houlton,ME,04730,(207) 558-0755,,,Cannabis Dispensary,Houlton,Yes
