"Business Name","Street Address","City","State","Zip","Phone","Email","Category","Town"
"Caribou Recreation Department","55 Bennett Dr","Caribou","ME","04736","207-493-4224","","Recreation","Caribou"
"Caribou Ford Lincoln","169 Bennett Dr","Caribou","ME","04736","","","Auto Dealer","Caribou"
"Pines Health Services Caribou","163 Van Buren Rd","Caribou","ME","04736","","","Healthcare","Caribou"
"Caribou Family Medicine","161 Van Buren Rd","Caribou","ME","04736","207-498-3141","","Healthcare","Caribou"
"Caribou Dental","167 Van Buren Rd","Caribou","ME","04736","207-498-2531","","Dentist","Caribou"
"Crown Veterinary Services","160 Access Hwy","Caribou","ME","04736","207-498-2941","","Veterinarian","Caribou"
"Caribou Town Office","25 High St","Caribou","ME","04736","207-493-3324","","Government","Caribou"
"Caribou Pharmacy","","Caribou","ME","04736","","","Pharmacy","Caribou"
"Evergreen Lanes","","Caribou","ME","04736","","","Bowling/Restaurant","Caribou"
"Limestone Town Office","93 Main St","Limestone","ME","04750","207-325-4700","","Government","Limestone"
"Limestone Post Office","85 Main St","Limestone","ME","04750","","","Post Office","Limestone"
"Limestone Public Library","86 Main St","Limestone","ME","04750","","","Library","Limestone"
"Limestone Community School","","Limestone","ME","04750","","","School","Limestone"
"Maine School of Science and Mathematics","","Limestone","ME","04750","207-325-3303","","School","Limestone"
"Loring Development Authority","1673 Access Hwy","Limestone","ME","04750","207-328-7000","","Economic Development","Limestone"
"Loring Job Corps","1680 Access Hwy","Limestone","ME","04750","","","Job Corps","Limestone"
"DFAS Limestone","","Limestone","ME","04750","","","Government","Limestone"
"Pines Loring Health Center","","Limestone","ME","04750","","","Healthcare","Limestone"
"Limestone Development Foundation","","Limestone","ME","04750","","","Chamber","Limestone"
"Bunker Inn","","Limestone","ME","04750","","","Lodging","Limestone"
"Home Town Fuels","","Limestone","ME","04750","","","Fuel","Limestone"
"Cote's Auto Repair","","Limestone","ME","04750","","","Auto Repair","Limestone"
"SFE Manufacturing","","Limestone","ME","04750","","","Manufacturing","Limestone"
"New England Kenworth","","Limestone","ME","04750","","","Truck Sales","Limestone"
"Limestone Country Club","","Limestone","ME","04750","","","Golf Course","Limestone"
"White As Snow Laundromat","","Limestone","ME","04750","","","Laundromat","Limestone"
"Grammie's Treasures","","Limestone","ME","04750","","","Gift Shop","Limestone"
"Manaus Books & Coffee","","Limestone","ME","04750","","","Bookstore/Coffee","Limestone"
"Rendezvous Restaurant","","Limestone","ME","04750","","","Restaurant","Limestone"
"Talk of the Town Salon","","Limestone","ME","04750","","","Hair Salon","Limestone"
"Boulevard Graphix","","Limestone","ME","04750","","","Custom Design","Limestone"
"Trombley Industries","","Limestone","ME","04750","","","Construction","Limestone"
